lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
CC des Collines du Perche Normand,174,139,159,200,89,134,895
CC des Combes,96,71,68,93,45,62,435
CC des Coteaux Arrats Gimone,166,90,125,137,84,96,698
CC des Coteaux Bellevue,249,209,217,219,111,161,1166
CC des Coteaux Bordelais,270,219,222,276,126,175,1288
CC des Coteaux de Pouyastruc et du Canton de Tournay,161,138,126,121,63,91,700
CC des Coteaux du Girou,254,194,232,304,138,225,1347
CC des Coteaux et Landes de Gascogne,216,161,182,224,106,157,1046
CC des Coëvrons,339,276,301,405,171,260,1752
CC des Crêtes Préardennaises,280,229,281,313,182,280,1565
CC des Cévennes Au Mont Lozère,89,61,50,67,44,65,376
CC des Cévennes Gangeoises et Suménoises,313,243,261,282,131,246,1476
CC des Deux Morin,418,328,365,416,168,265,1960
CC des Deux Rives,378,277,337,384,161,228,1765
CC des Deux Vallées,333,276,334,434,206,396,1979
CC des Deux Vallées Vertes,182,179,197,234,105,181,1078
CC des Forêts du Perche,97,98,124,128,83,113,643
CC des Gorges de l'Ardèche,569,334,285,442,206,329,2165
CC des Grands Lacs,782,538,508,636,280,371,3115
CC des Hautes Terres de l'Aubrac,60,29,38,32,14,35,208
CC des Hautes Vosges,547,412,536,541,261,523,2820
CC des Hauts de Flandre,707,534,651,728,371,676,3667
CC des Hauts du Perche,141,100,120,139,46,80,626
CC des Hauts du Val de Saône,142,83,102,105,50,86,568
CC des Lacs de Champagne,153,92,134,170,75,137,761
CC des Lacs et Montagnes du Haut-Doubs,285,180,189,253,121,80,1108
CC des Landes d'Armagnac,175,149,143,175,85,116,843
CC des Lisières de l'Oise,213,180,220,267,146,241,1267
CC des Loges,520,458,473,587,361,467,2866
CC des Luys en Béarn,361,306,324,426,180,249,1846
"CC des Marchés du Périg Or Limousin, Thiviers-Jumilhac",225,138,205,209,89,142,1008
CC des Montagnes du Giffre,180,165,181,182,83,98,889
CC des Monts d'Alban et du Villefranchois,82,62,78,85,37,53,397
CC des Monts de Gy,88,78,63,87,39,69,424
CC des Monts de Lacaune et de la Montagne du Haut Languedoc,112,87,76,113,61,86,535
CC des Monts du Lyonnais,326,294,331,342,150,241,1684
CC des Monts du Pilat,183,161,166,171,80,151,912
CC des Pays d'Oise et d'halatte,562,462,515,615,263,420,2837
"CC des Pays de Briey, du Jarnisy et de L?orne",867,684,736,1030,455,860,4632
"CC des Pays de Caldaguès-Aubrac, Pierrefort-Neuvéglise, Planèze, Saint-Flour Margeride",397,226,217,208,94,128,1270
CC des Pays de Cayres et de Pradelles,60,39,58,67,34,52,310
CC des Pays de Rhône et Ouvèze,1104,858,940,1072,543,764,5281
CC des Pays de l'Aigle,460,392,381,396,184,310,2123
CC des Pays du Sel et du Vermois,349,308,361,412,224,392,2046
CC des Paysages de la Champagne,288,232,242,306,123,210,1401
CC des Portes Euréliennes D Ile de France,722,643,733,853,398,631,3980
CC des Portes d'Ariège Pyrénées,841,677,699,740,311,492,3760
CC des Portes de Romilly Sur Seine,483,380,425,528,212,402,2430
CC des Portes de Rosheim,198,153,181,200,111,162,1005
CC des Portes de Sologne,174,140,154,225,109,150,952
CC des Portes de Vassivière,69,57,55,88,40,85,394
CC des Portes de l'Entre Deux Mers,268,254,257,354,172,285,1590
CC des Portes de la Thiérache,110,92,89,167,81,196,735
CC des Portes du Luxembourg,329,260,295,394,178,346,1802
CC des Quatre Rivières,453,288,345,408,149,192,1835
CC des Quatre Territoires,109,56,64,87,35,39,390
CC des Quatre Vallées,247,186,205,281,123,218,1260
CC des Rives du Haut Allier,255,213,206,264,121,229,1288
CC des Sablons,639,512,610,676,297,420,3154
CC des Savanes,999,900,860,595,264,379,3997
CC des Sorgues du Comtat,1102,836,950,1124,462,816,5290
CC des Sources de l'Orne,176,140,137,156,78,103,790
CC des Sources du Lac d'Annecy,279,181,177,230,91,130,1088
CC des Sucs,263,235,223,256,127,211,1315
CC des Terres d'Apcher-Margeride-Aubrac,117,76,86,94,51,63,487
CC des Terres d'Auxois,195,165,170,218,121,185,1054
CC des Terres du Lauragais,534,464,462,599,270,482,2811
CC des Terres du Val de Loire,631,495,567,726,360,571,3350
CC des Trois Forêts,97,85,81,106,52,48,469
CC des Vallons du Lyonnais (Ccvl),350,288,287,327,155,173,1580
CC des Vallées d'Aigueblanche,201,56,95,77,24,36,489
CC des Vallées d'Auge et du Merlerault,247,161,199,246,100,186,1139
CC des Vallées de Thônes,278,186,238,235,103,110,1150
CC des Vallées de la Braye et de l'Anille,205,159,179,206,104,210,1063
CC des Vallées de la Tille et de l'Ignon,187,129,143,168,92,165,884
CC des Vallées du Clain,264,249,252,307,161,239,1472
CC des Vallées du Haut-Anjou,568,458,449,512,223,416,2626
CC des Vals d'Aix et Isable,99,64,73,65,30,66,397
CC des Villes Soeurs,649,513,612,738,409,776,3697
CC des Vosges Côté Sud Ouest,155,116,132,171,109,189,872
CC des Vosges du Sud,207,149,157,236,85,154,988
CC du Barséquanais en Champagne,281,220,238,314,179,300,1532
CC du Bas Armagnac,145,90,108,118,56,95,612
CC du Bassin d'Arcachon Nord Atlantique (Coban Atlantique),1306,968,974,1199,533,823,5803
CC du Bassin d'Aubenas,892,664,733,947,412,792,4440
CC du Bassin de Joinville en Champagne,235,164,173,247,131,221,1171
CC du Bassin de Marennes,321,226,239,311,140,217,1454
CC du Bassin de Mortagne Au Perche,220,162,168,196,97,136,979
CC du Bassin de Pompey,533,471,580,706,328,546,3164
CC du Bassin de Pont-À-Mousson,612,540,611,716,308,487,3274
CC du Bazadais,232,205,264,309,124,277,1411
CC du Bocage Bourbonnais,217,149,160,200,92,206,1024
CC du Bocage Mayennais,218,132,160,211,103,160,984
CC du Bonnevalais,163,158,145,174,91,137,868
CC du Briançonnais,491,371,422,485,197,280,2246
CC du Brivadois,307,232,244,294,123,249,1449
CC du Béarn des Gaves,259,184,213,236,122,184,1198
CC du Canton d'Erstein,683,463,508,691,327,439,3111
CC du Canton d'Oulchy le Château,74,62,88,111,53,98,486
CC du Canton de Charly Sur Marne,212,219,257,273,140,223,1324
CC du Canton de Criquetot-l'esneval,215,156,178,208,106,156,1019
CC du Canton de Marcigny,61,60,74,69,40,69,373
CC du Canton de Pierre de Bresse,105,59,77,88,32,66,427
CC du Canton de Rumilly,481,378,381,382,157,203,1982
CC du Canton de Semur en Brionnais,62,47,56,75,35,51,326
CC du Canton de Vatan et de Champagne Berrichonne,137,118,135,157,63,133,743
CC du Canton de la Chambre,109,78,98,87,50,50,472
CC du Cap Corse,191,94,87,75,44,44,535
CC du Castelrenaudais,284,221,227,305,179,222,1438
CC du Caudrésis et du Catésis,1311,1152,1485,1612,730,1478,7768
CC du Causse de Labastide Murat,66,31,38,59,25,46,265
"CC du Cellois, Coeur du Poitou, Mellois et du Val de Boutonne",597,549,528,696,285,453,3108
CC du Centre Corse,202,88,84,89,28,49,540
CC du Centre du Haut-Rhin,192,146,198,213,105,139,993
CC du Chaourçois et du Val d'Armance,125,113,165,183,83,134,803
CC du Chemin des Dames,76,93,79,95,57,83,483
CC du Châtillonnais en Berry,61,68,82,91,41,87,430
CC du Civraisien en Poitou,355,256,318,376,167,319,1791
CC du Clermontais,615,552,586,682,298,534,3267
CC du Clermontois,546,451,503,648,269,393,2810
CC du Clunisois,171,146,163,178,72,113,843
CC du Confluent et des Coteaux de Prayssas,358,286,320,421,216,374,1975
CC du Cordais et du Causse (4 C),67,41,92,71,33,72,376
CC du Crestois et de Pays de Saillans Coeur de Drôme,439,296,341,400,164,301,1941
CC du Créonnais,268,226,233,295,159,258,1439
CC du Cubzaguais,616,525,587,704,310,460,3202
CC du Diois,298,213,261,281,126,201,1380
CC du District Urbain de Faulquemont (Duf),364,303,363,396,171,285,1882
CC du Doubs Baumois,218,173,210,239,117,169,1126
CC du Fronsadais,277,196,244,281,152,245,1395
CC du Frontonnais,371,322,340,388,165,287,1873
CC du Genevois,733,546,644,558,184,211,2876
CC du Golfe de Saint-Tropez,3620,1001,803,1336,600,594,7954
CC du Grand Armagnac,233,183,180,238,107,191,1132
CC du Grand Autunois Morvan,537,476,458,591,342,579,2983
CC du Grand Chambord,266,226,210,307,162,224,1395
CC du Grand Châteaudun,635,477,515,550,271,500,2948
CC du Grand Langres,408,236,296,326,133,199,1598
CC du Grand Pic Saint-Loup,674,571,585,721,314,493,3358
CC du Grand Pontarlier,547,358,445,485,184,237,2256
CC du Grand Roye,491,349,475,538,290,396,2539
CC du Grand Saint Emilonnais,267,228,209,289,112,206,1311
CC du Grand Villefranchois,438,329,359,438,169,252,1985
CC du Guillestrois et du Queyras,205,131,165,193,102,123,919
CC du Gâtinais en Bourgogne,230,193,230,307,134,222,1316
CC du Gévaudan,141,100,94,117,50,81,583
CC du Haut Allier,71,55,49,62,20,43,300
CC du Haut Lignon,129,92,81,106,51,93,552
CC du Haut Pays Bigouden,270,253,244,264,162,200,1393
CC du Haut Pays du Montreuillois,212,154,179,231,125,174,1075
CC du Haut Val d'Oise,731,646,620,601,259,318,3175
CC du Haut Vallespir,283,130,164,218,84,159,1038
CC du Haut-Chablais,182,147,180,174,82,87,852
CC du Haut-Jura (Arcade),227,126,153,164,70,78,818
CC du Haut-Poitou,519,454,544,583,290,442,2832
CC du Jovinien,361,327,330,385,191,265,1859
CC du Kochersberg,227,160,207,288,117,172,1171
CC du Kreiz-Breizh (Cckb),292,249,256,278,120,256,1451
CC du Lac d'Aiguebelette (Ccla),82,51,79,85,38,35,370
CC du Lautrécois et du Pays d'Agout,200,181,201,262,105,174,1123
CC du Liancourtois,362,301,357,390,167,297,1874
CC du Limouxin,539,425,492,541,219,415,2631
CC du Massif du Sancy,214,115,121,203,87,153,893
CC du Massif du Vercors,188,164,171,194,77,136,930
CC du Mont des Avaloirs,237,148,178,187,109,184,1043
CC du Montbardois,167,154,156,155,90,166,888
CC du Nivernais Bourbonnais,71,49,64,58,30,59,331
CC du Nogentais,307,221,255,310,133,216,1442
CC du Nord Est Béarn,477,365,405,453,196,279,2175
CC du Pays Arnay Liernais,82,73,72,84,41,89,441
CC du Pays Beaume-Drobie,205,159,199,236,107,171,1077
CC du Pays Bellegardien (Ccpb),405,308,334,427,183,247,1904
CC du Pays Bigouden Sud,640,494,482,547,277,474,2914
CC du Pays Châtillonnais,241,270,299,349,160,298,1617
CC du Pays Entre Loire et Rhône,195,132,157,172,93,150,899
CC du Pays Fertois,475,382,417,451,215,303,2243
CC du Pays Fertois et du Bocage Carrougien,72,42,44,66,29,49,302
CC du Pays Fléchois,389,390,368,390,209,398,2144
CC du Pays Fouesnantais,454,336,333,405,205,266,1999
CC du Pays Foyen,301,251,294,384,203,299,1732
CC du Pays Gentiane,55,42,62,51,25,43,278
CC du Pays Grenadois,136,98,81,119,54,92,580
CC du Pays Haut Val d'Alzette,372,307,343,443,180,333,1978
"CC du Pays Houdanais (C,C,P,H,)",334,281,267,303,145,210,1540
CC du Pays Loudunais,488,335,382,470,228,451,2354
CC du Pays Morcenais,161,132,135,182,73,137,820
CC du Pays Mornantais (Copamo),313,288,259,302,144,184,1490
CC du Pays Noyonnais,673,619,663,793,366,637,3751
CC du Pays Orne Moselle,920,738,894,1150,496,788,4986
CC du Pays Rhénan,408,323,346,482,260,407,2226
CC du Pays Ribéracois,287,219,275,296,119,259,1455
CC du Pays Rignacois,66,53,47,68,34,41,309
CC du Pays Riolais,168,142,129,164,89,95,787
CC du Pays Rochois,427,326,340,344,108,135,1680
CC du Pays Roussillonnais,1151,798,786,854,361,370,4320
CC du Pays Réthelois,481,320,414,504,228,327,2274
CC du Pays Solesmois,234,254,221,331,130,293,1463
CC du Pays Tarusate,320,222,259,277,138,229,1445
CC du Pays Viganais,240,190,240,215,95,180,1160
CC du Pays d'Alésia et de la Seine,101,74,91,98,48,93,505
CC du Pays d'Ancenis,990,837,845,1073,478,790,5013
CC du Pays d'Etain,107,84,109,114,58,103,575
CC du Pays d'Iroise,624,500,472,570,274,418,2858
CC du Pays d'Issoudun,374,270,293,368,179,365,1849
CC du Pays d'Olmes,318,251,312,327,146,265,1619
CC du Pays d'Oloron et des Vallées du Haut Béarn,743,374,456,505,224,372,2674
CC du Pays d'Othe Aixois,116,108,120,158,62,109,673
CC du Pays d'Urfé,67,43,52,50,29,62,303
CC du Pays d'Uzerche,107,93,90,114,53,71,528
CC du Pays d'huriel,107,75,97,106,57,115,557
CC du Pays d'héricourt,335,272,323,360,151,285,1726
CC du Pays de Barr,307,258,330,378,180,236,1689
CC du Pays de Bitche,442,375,409,505,213,433,2377
CC du Pays de Bray,317,229,287,323,167,302,1625
CC du Pays de Bâgé et de Pont-De-Vaux,304,259,301,329,129,209,1531
"CC du Pays de Chalindrey, de Vannier Amance et de la Région de Bourbonne-Les-Bains",239,169,175,221,117,156,1077
CC du Pays de Château-Gontier,367,347,372,467,215,365,2133
CC du Pays de Châteaugiron,325,280,270,265,154,184,1478
CC du Pays de Colombey et du Sud Toulois,163,120,123,155,67,111,739
CC du Pays de Conches,307,215,270,330,162,326,1610
CC du Pays de Craon,342,282,293,385,181,243,1726
CC du Pays de Cruseilles,196,157,183,196,67,65,864
CC du Pays de Dol et de la Baie du Mont Saint-Michel,366,279,310,362,175,290,1782
CC du Pays de Duras,80,65,69,100,46,72,432
CC du Pays de Falaise,452,390,455,507,221,310,2335
CC du Pays de Fayence,563,385,386,452,178,239,2203
CC du Pays de Fénelon,225,122,133,148,69,113,810
CC du Pays de Gex,1368,976,1214,1200,421,388,5567
CC du Pays de Honfleur-Beuzeville,671,422,439,522,259,363,2676
CC du Pays de Lalbenque-Limogne,125,104,123,129,73,113,667
CC du Pays de Lamastre,87,80,97,104,54,97,519
CC du Pays de Landerneau-Daoulas,679,616,617,747,379,556,3594
CC du Pays de Landivisiau,475,404,471,536,321,464,2671
CC du Pays de Lanouaille,159,120,168,187,74,126,834
CC du Pays de Lapalisse,120,71,114,127,75,143,650
CC du Pays de Lauzun,170,109,137,135,76,121,748
CC du Pays de Limours (Ccpl),215,192,159,235,85,110,996
CC du Pays de Loiron,200,186,167,218,106,131,1008
CC du Pays de Lubersac-Pompadour,102,74,85,111,47,73,492
CC du Pays de Lumbres,330,266,319,382,166,338,1801
CC du Pays de Lunel,1278,1049,1082,1381,609,1045,6444
CC du Pays de Lure,351,245,281,385,166,348,1776
CC du Pays de Luxeuil,248,205,223,288,125,225,1314
CC du Pays de Mauriac,103,60,66,75,33,52,389
CC du Pays de Maîche,260,202,225,287,147,151,1272
CC du Pays de Meslay-Grez,175,150,175,186,86,133,905
CC du Pays de Mirepoix,228,156,195,202,78,143,1002
CC du Pays de Montbozon et du Chanois,85,59,60,99,35,64,402
CC du Pays de Montfaucon,93,78,81,89,44,92,477
CC du Pays de Montmédy,88,57,86,101,41,79,452
CC du Pays de Mormal,694,653,703,870,358,587,3865
CC du Pays de Mortagne,368,289,304,377,141,278,1757
CC du Pays de Niederbronn-Les-Bains,302,235,253,395,156,299,1640
CC du Pays de Phalsbourg,248,168,215,215,107,131,1084
CC du Pays de Pierrefontaine - Vercel,326,230,269,273,111,125,1334
CC du Pays de Pontchâteau St Gildas des Bois,553,450,504,563,279,482,2831
CC du Pays de Pouzauges,335,295,286,323,153,236,1628
CC du Pays de Redon,1104,975,972,1195,574,1075,5895
CC du Pays de Revigny Sur Ornain,86,82,106,99,58,91,522
CC du Pays de Ribeauvillé,234,145,183,246,104,162,1074
"CC du Pays de Rouffach, Vignobles et Châteaux",135,97,104,132,70,111,649
CC du Pays de Saint Aulaye,113,96,90,107,48,92,546
CC du Pays de Saint Yrieix,161,140,149,152,99,173,874
CC du Pays de Saint-Eloy,241,151,193,210,79,163,1037
CC du Pays de Saint-Fulgent - les Essarts,363,314,280,379,157,266,1759
CC du Pays de Sainte-Odile,244,217,254,308,140,226,1389
CC du Pays de Salars,85,76,74,75,34,36,380
CC du Pays de Salers,118,67,83,95,35,53,451
CC du Pays de Sancey-Belleherbe,60,57,49,71,24,37,298
CC du Pays de Serres en Quercy,193,98,124,155,66,106,742
CC du Pays de Sommières,432,331,388,440,249,413,2253
CC du Pays de St Gilles-Croix-De-Vie,977,685,651,903,425,737,4378
CC du Pays de Stenay et du Val Dunois,124,111,133,148,69,138,723
CC du Pays de Tarascon,191,97,130,173,66,104,761
CC du Pays de Thelle et Ruraloise,857,691,818,967,430,593,4356
CC du Pays de Trie et du Magnoac,77,74,71,78,34,63,397
CC du Pays de Tronçais,103,77,81,108,60,129,558
CC du Pays de Valois,736,629,680,905,455,665,4070
CC du Pays de Villeneuve en Armagnac Landais,89,91,76,97,32,69,454
CC du Pays de Villersexel,115,86,106,115,54,121,597
CC du Pays de Wissembourg,206,182,184,261,120,186,1139
CC du Pays de l'Arbresle (Ccpa),490,412,410,410,252,350,2324
CC du Pays de l'Ourcq,257,239,221,298,123,178,1316
CC du Pays de l'Ozon,311,261,268,275,108,165,1388
CC du Pays de l'huisne Sarthoise,469,347,441,457,206,413,2333
CC du Pays de la Châtaigneraie,196,175,171,221,109,204,1076
CC du Pays de la Serre,218,209,253,307,167,382,1536
CC du Pays de la Zorn,148,147,159,171,75,123,823
CC du Pays des Abers,572,447,440,594,285,419,2757
CC du Pays des Achards,289,194,238,293,150,217,1381
CC du Pays des Ecrins,139,107,135,129,70,70,650
CC du Pays des Herbiers,452,408,339,441,197,349,2186
CC du Pays des Lacs,102,77,85,82,39,40,425
CC du Pays des Paillons,444,294,343,390,160,201,1832
CC du Pays des Sorgues et des Monts de Vaucluse,710,498,576,670,359,487,3300
CC du Pays des Sources,334,244,293,388,165,291,1715
CC du Pays des Trois Rivières,440,371,446,488,218,451,2414
CC du Pays du Coquelicot,435,335,456,489,273,495,2483
CC du Pays du Neubourg,227,194,236,285,141,321,1404
CC du Pays du Saintois,149,133,153,197,84,128,844
CC du Pays du Sanon,62,64,69,74,40,71,380
CC du Pays du Vermandois,491,440,509,667,311,693,3111
CC du Perche,343,253,272,309,138,308,1623
CC du Perche et Haut Vendômois,120,95,94,111,65,106,591
CC du Pilat Rhodanien,233,188,189,279,102,175,1166
CC du Pithiverais,588,405,455,552,290,456,2746
CC du Pithiverais-Gâtinais,423,298,378,459,233,373,2164
CC du Piémont Cévenol,459,361,391,411,212,366,2200
CC du Plateau Picard,487,402,463,552,237,358,2499
CC du Plateau d'hauteville,88,42,68,52,31,44,325
CC du Plateau de Frasne et du Val de Drugeon (Cfd),88,57,76,90,36,37,384
CC du Plateau de Lannemezan,314,200,227,284,130,231,1386
CC du Plateau de Montbazens,65,60,63,56,26,32,302
CC du Plateau de Russey,77,63,76,102,31,31,380
CC du Pont du Gard,501,375,448,497,256,371,2448
CC du Provinois,577,470,475,539,223,386,2670
CC du Périgord Nontronnais,207,165,179,197,98,126,972
CC du Quercy Blanc,117,94,94,102,58,109,574
CC du Quercy Caussadais,445,309,323,409,191,305,1982
CC du Quercy Rouergue et des Gorges de l'Aveyron,139,95,139,138,74,102,687
CC du Rhône Aux Gorges de l'Ardèche,439,311,408,452,202,360,2172
CC du Ried de Marckolsheim,303,200,248,312,152,219,1434
CC du Romorantinais et du Monestois,596,427,533,555,281,547,2939
CC du Rouillacais,152,137,138,177,69,186,859
CC du Royans-Vercors,156,114,125,152,76,112,735
CC du Réolais en Sud Gironde,425,411,434,435,223,416,2344
CC du Réquistanais,45,29,41,41,28,21,205
CC du Sammiellois,124,107,126,142,65,178,742
CC du Sartenais Valinco,632,169,125,120,41,39,1126
CC du Saulnois,376,303,358,383,182,293,1895
CC du Saves,144,88,118,111,53,88,602
CC du Secteur de Saint Loubes,404,391,355,477,202,308,2137
CC du Seignanx,500,388,445,437,243,305,2318
CC du Serein,82,57,82,78,46,56,401
CC du Sisteronais-Buëch,507,388,387,523,231,388,2424
CC du Sor et de l'Agout,346,296,337,354,159,295,1787
CC du Sud Avesnois,597,514,586,641,291,568,3197
CC du Sud Corse,1997,383,231,262,86,68,3027
CC du Sud Est du Pays Manceau,192,191,165,231,103,188,1070
CC du Sud Estuaire,479,385,357,508,247,407,2383
CC du Sud Gironde,784,648,741,865,403,714,4155
CC du Sud Grésivaudan,694,564,624,684,356,572,3494
CC du Sud Marnais,111,60,122,125,64,95,577
CC du Sud Messin,168,144,154,211,107,123,907
CC du Sud Territoire,428,300,405,471,189,295,2088
CC du Sud-Artois,416,311,397,439,198,312,2073
CC du Ternois,653,492,565,566,270,427,2973
CC du Terrassonnais en Périgord Noir Thenon Hautefort,470,308,304,352,162,281,1877
CC du Territoire Nord Picardie,507,437,528,591,376,603,3042
CC du Territoire de Beaurepaire,240,202,236,254,126,184,1242
CC du Territoire de Fresnes en Woëvre,61,41,56,72,32,51,313
CC du Territoire de Lunéville À Baccarat,645,529,627,809,386,831,3827
CC du Thouarsais,643,481,511,643,285,481,3044
CC du Triangle Vert,138,106,126,178,74,122,744
CC du Trièves,135,103,129,159,89,102,717
CC du Val D Amboise,558,448,426,515,274,428,2649
CC du Val Marnaysien,155,139,162,198,89,118,861
CC du Val d'Amour,109,83,88,119,48,79,526
CC du Val d'Argent,161,115,148,174,85,154,837
CC du Val d'Ay,88,68,71,79,42,48,396
CC du Val d'Essonne (Ccve),657,531,562,573,255,388,2966
CC du Val d'Ille-Aubigné,454,429,416,472,248,336,2355
CC du Val d'Orne,72,58,60,74,48,73,385
CC du Val de Bouzanne,74,72,69,104,39,73,431
CC du Val de Cher,78,57,63,84,38,99,419
CC du Val de Drôme,598,455,511,610,231,445,2850
CC du Val de Morteau,353,243,246,405,131,127,1505
CC du Val de Sarthe,355,345,319,386,208,339,1952
CC du Val de Somme,334,264,323,418,221,398,1958
CC du Val de Sully,374,280,325,441,184,359,1963
CC du Val de Vienne,165,139,153,168,95,134,854
CC du Val de l'Aisne,286,254,292,414,188,406,1840
CC du Val de l'Eyre,333,243,306,386,147,269,1684
CC du Val de l'Oise,207,236,234,320,158,370,1525
CC du Vallespir,447,391,371,437,210,350,2206
CC du Vexin Normand,583,432,560,582,300,466,2923
CC du Vexin-Thelle,282,204,266,333,142,202,1429
CC du Vexin-Val de Seine,256,183,216,259,143,185,1242
CC du Vimeu,372,294,361,407,207,421,2062
CC du Volvestre,445,425,448,521,250,473,2562
CC du Warndt,365,245,339,408,171,304,1832
CC l'Orée de la Brie,338,298,301,334,136,152,1559
CC la Clayette Chauffailles en Brionnais,180,151,164,209,104,176,984
CC la Domitienne,604,484,427,631,264,422,2832
CC la Grandvallière,92,59,74,79,38,31,373
CC la Rochefoucauld - Porte du Périgord,310,244,281,351,172,301,1659
CC la Septaine,129,104,123,135,86,141,718
CC le Dourdannais en Hurepoix (Ccdh),363,247,274,266,134,167,1451
CC le Dunois,101,76,86,98,57,84,502
CC le Gesnois Bilurien,417,355,401,442,229,392,2236
CC le Grand Charolais,586,459,524,531,275,501,2876
CC le Grésivaudan,1308,1011,1176,1310,589,743,6137
CC le Tonnerrois en Bourgogne,236,212,210,286,121,166,1231
CC les Avant-Monts,535,391,421,565,254,438,2604
CC les Balcons du Dauphiné,1101,937,1022,1206,500,634,5400
CC les Portes Briardes Entre Villes et Forêts,589,516,524,590,255,361,2835
CC les Portes de l'Ile de France,296,278,276,364,156,237,1607
CC les Trois Provinces,69,73,71,74,38,81,406
CC les Vals du Dauphiné,987,816,914,967,447,562,4693
CC les Versants d'Aime,189,109,154,104,45,29,630
CC les Villages de la Forêt,81,52,66,77,46,75,397
CU Angers Loire Métropole,6072,4926,5232,5947,2865,5417,30459
CU Caen la Mer,5701,4437,4542,5494,2391,3896,26461
CU Clermont Auvergne Métropole,5363,4083,4618,4980,2261,4182,25487
CU Grand Paris Seine et Oise,7855,6269,7137,7893,3292,5067,37513
CU Orléans Métropole,5605,4453,4961,5699,2700,4579,27997
CU Perpignan Méditerranée Métropole,6668,5268,5203,6586,3105,5121,31951
CU Saint-Etienne Métropole,8099,6375,6904,7730,3516,6438,39062
CU Tour(S) Plus,6447,5053,5018,6093,2673,4307,29591
CU d'Alençon,1109,766,818,895,383,584,4555
CU d'Arras,1926,1615,1758,2122,940,1560,9921
CU de Dunkerque,4392,3412,3767,4623,2198,3671,22063
CU du Grand Dijon,4678,3784,4086,4626,2097,3526,22797
CU du Grand Reims,5388,4153,4680,5496,2528,4443,26688
CU le Creusot Montceau-Lès-Mines,1485,1369,1388,1785,828,1534,8389
CU le Mans Métropole,4791,3684,4017,4493,2096,3950,23031
Eurométropole de Strasbourg,9740,7666,8970,10520,4536,7693,49125
Montpellier Méditerranée Métropole,11909,9544,9418,11163,4717,7760,54511
Métropole Européenne de Lille,24210,18722,21781,23684,10898,21280,120575
Métropole Grenoble-Alpes-Métropole,8429,6556,6819,7119,3100,4518,36541
Métropole Nice Côte d'Azur,13471,8724,9676,11142,4673,6967,54653
Métropole Rouen Normandie,9806,7948,9144,9936,4843,9047,50724
Métropole d'Aix-Marseille-Provence,39908,31346,35380,41163,17017,28013,192827
Métropole de LYON,28228,22197,23943,25253,10924,16903,127448
Métropole du Grand Nancy,4578,3759,3890,4593,2056,3771,22647
Métropole du Grand Paris,128772,98398,115175,124689,53495,105083,625612
Nantes Métropole,12867,10585,11024,12072,5505,9331,61384
Rennes Métropole,8388,7070,6767,7335,3457,5400,38417
Toulouse Métropole,19174,14601,15145,16244,6886,11378,83428
Hors EPCI,2847,2045,2576,5313,2529,5075,20385
